fecha_inicio_semana,y_current,y_true_level,y_true_delta,y_true_cls_id,y_pred_cls_id,y_true_cls_label,y_pred_cls_label,selected_feature_count_cls,selected_features_clf,train_class_ids,train_class_labels,proba_baja,proba_se_mantiene,proba_sube
2025-11-10,0.0692562741764684,0.279605962079427,0.2103496879029586,1,1,se_mantiene,se_mantiene,30,"v5_corrupcion_neto,v5_delitos_neto,v5_delitos_neto_lag1,v5_alumbrado_neto_lag2,v5_obras_neto,v5_prevencion_neto_lag4,v5_basura_neto,sentimiento_medios_lag1,v5_morena_neto,v5_delitos_neto_lag3,sentimiento_medios_lag4,v5_prevencion_neto_lag3,v5_corrupcion_neto_lag3,sentimiento_medios_lag3,v5_alumbrado_neto_lag3,v5_agua_neto_lag6,sentimiento_medios,v5_obras_neto_lag2,v5_vialidad_neto_lag5,v5_delitos_neto_lag6,v5_obras_neto_lag1,v5_americo_neto,v5_prevencion_neto_lag6,v5_vialidad_neto_lag3,v5_obras_neto_lag6,y_t_aceptacion_digital_lag1,v5_basura_neto_lag3,v5_morena_neto_lag4,v5_morena_neto_lag3,v5_corrupcion_neto_lag5","1,2","se_mantiene,sube",0.0,0.9383918450902186,0.06160815490978144
2025-11-17,0.218016998769719,0.0821158156091689,-0.1359011831605501,1,1,se_mantiene,se_mantiene,30,"v5_corrupcion_neto,v5_delitos_neto,v5_obras_neto,v5_delitos_neto_lag1,v5_alumbrado_neto_lag2,v5_prevencion_neto_lag4,v5_prevencion_neto_lag3,sentimiento_medios_lag4,sentimiento_medios_lag1,v5_basura_neto,sentimiento_medios_lag3,v5_delitos_neto_lag3,v5_morena_neto,v5_agua_neto_lag6,v5_corrupcion_neto_lag3,v5_alumbrado_neto_lag3,v5_americo_neto,v5_obras_neto_lag2,sentimiento_medios,v5_obras_neto_lag6,v5_morena_neto_lag3,v5_delitos_neto_lag6,v5_obras_neto_lag3,v5_prevencion_neto_lag6,v5_obras_neto_lag1,v5_vialidad_neto_lag5,v5_basura_neto_lag3,y_t_aceptacion_digital_lag1,v5_corrupcion_neto_lag2,v5_agua_neto_lag3","1,2","se_mantiene,sube",0.0,0.998837215304946,0.0011627846950540096
2025-11-24,0.12751595957534,0.303813076524669,0.17629711694932898,1,1,se_mantiene,se_mantiene,30,"v5_corrupcion_neto,v5_delitos_neto,v5_obras_neto,v5_delitos_neto_lag1,v5_alumbrado_neto_lag2,v5_prevencion_neto_lag3,v5_prevencion_neto_lag4,v5_morena_neto,v5_basura_neto,sentimiento_medios_lag1,v5_delitos_neto_lag3,sentimiento_medios_lag3,sentimiento_medios_lag4,v5_alumbrado_neto_lag3,v5_obras_neto_lag2,v5_corrupcion_neto_lag3,sentimiento_medios,v5_obras_neto_lag1,v5_obras_neto_lag6,v5_delitos_neto_lag6,v5_americo_neto,v5_agua_neto_lag6,v5_morena_neto_lag3,v5_basura_neto_lag3,v5_vialidad_neto_lag5,v5_prevencion_neto_lag6,v5_agua_neto_lag3,v5_corrupcion_neto_lag5,v5_obras_neto_lag3,y_t_aceptacion_digital_lag1","1,2","se_mantiene,sube",0.0,0.9986520332262736,0.0013479667737263815
2025-12-01,0.279605962079427,0.0677012815654136,-0.2119046805140134,1,1,se_mantiene,se_mantiene,30,"v5_corrupcion_neto,v5_delitos_neto,v5_obras_neto,v5_delitos_neto_lag1,v5_prevencion_neto_lag3,v5_alumbrado_neto_lag2,sentimiento_medios_lag1,v5_prevencion_neto_lag4,sentimiento_medios_lag3,sentimiento_medios_lag4,v5_morena_neto,v5_delitos_neto_lag3,v5_basura_neto,v5_corrupcion_neto_lag3,v5_alumbrado_neto_lag3,sentimiento_medios,v5_agua_neto_lag6,v5_obras_neto_lag6,v5_morena_neto_lag3,v5_vialidad_neto_lag5,v5_obras_neto_lag1,v5_delitos_neto_lag6,v5_americo_neto,v5_corrupcion_neto_lag5,v5_prevencion_neto_lag6,v5_corrupcion_neto_lag2,v5_basura_neto_lag3,v5_agua_neto_lag3,y_t_aceptacion_digital_lag6,y_t_aceptacion_digital_lag4","1,2","se_mantiene,sube",0.0,0.9934304404101756,0.006569559589824444
2025-12-08,0.0821158156091689,0.583621878201202,0.5015060625920331,2,1,sube,se_mantiene,30,"v5_corrupcion_neto,v5_delitos_neto,v5_delitos_neto_lag1,v5_prevencion_neto_lag3,v5_alumbrado_neto_lag2,v5_morena_neto,v5_obras_neto,sentimiento_medios_lag3,v5_basura_neto,sentimiento_medios_lag4,sentimiento_medios_lag1,v5_delitos_neto_lag3,v5_prevencion_neto_lag4,v5_alumbrado_neto_lag3,v5_obras_neto_lag1,v5_corrupcion_neto_lag3,v5_obras_neto_lag3,v5_agua_neto_lag6,sentimiento_medios,v5_corrupcion_neto_lag5,v5_morena_neto_lag3,v5_prevencion_neto_lag6,v5_delitos_neto_lag6,v5_vialidad_neto_lag5,v5_agua_neto_lag3,v5_obras_neto_lag6,v5_basura_neto_lag3,y_t_aceptacion_digital_lag6,y_t_aceptacion_digital_lag4,v5_obras_neto_lag2","1,2","se_mantiene,sube",0.0,0.9973959685128447,0.0026040314871553128
2025-12-15,0.303813076524669,0.108341978085893,-0.19547109843877597,1,1,se_mantiene,se_mantiene,30,"v5_corrupcion_neto,v5_delitos_neto,v5_delitos_neto_lag1,v5_obras_neto,v5_morena_neto,sentimiento_medios_lag1,v5_prevencion_neto_lag3,v5_delitos_neto_lag3,v5_basura_neto,sentimiento_medios_lag4,sentimiento_medios,v5_corrupcion_neto_lag3,sentimiento_medios_lag3,v5_morena_neto_lag3,v5_obras_neto_lag6,v5_prevencion_neto_lag4,v5_prevencion_neto_lag6,v5_alumbrado_neto_lag3,v5_vialidad_neto_lag5,v5_morena_neto_lag1,v5_agua_neto_lag6,v5_obras_neto_lag4,v5_corrupcion_neto_lag2,y_t_aceptacion_digital_lag4,v5_agua_neto_lag3,v5_alumbrado_neto_lag2,v5_obras_neto_lag3,v5_corrupcion_neto_lag5,v5_vialidad_neto_lag3,v5_basura_neto_lag3","1,2","se_mantiene,sube",0.0,0.8231340754585378,0.17686592454146222
2025-12-22,0.0677012815654136,0.0687870202028637,0.0010857386374500955,1,1,se_mantiene,se_mantiene,30,"v5_corrupcion_neto,v5_delitos_neto_lag1,v5_delitos_neto,v5_morena_neto,v5_obras_neto,sentimiento_medios_lag1,v5_basura_neto,v5_prevencion_neto_lag3,sentimiento_medios_lag4,sentimiento_medios_lag3,v5_alumbrado_neto_lag3,v5_delitos_neto_lag3,sentimiento_medios,v5_prevencion_neto_lag4,v5_corrupcion_neto_lag3,v5_obras_neto_lag6,v5_prevencion_neto_lag6,v5_alumbrado_neto_lag2,v5_morena_neto_lag3,v5_obras_neto_lag3,v5_vialidad_neto_lag5,v5_morena_neto_lag1,v5_basura_neto_lag3,y_t_aceptacion_digital_lag4,v5_agua_neto_lag6,v5_corrupcion_neto_lag5,v5_vialidad_neto_lag3,v5_corrupcion_neto_lag2,v5_delitos_neto_lag2,v5_prevencion_neto_lag1","1,2","se_mantiene,sube",0.0,0.9999641787983888,3.582120161111133e-05
2025-12-29,0.583621878201202,0.245426229585526,-0.338195648615676,1,1,se_mantiene,se_mantiene,30,"v5_corrupcion_neto,v5_delitos_neto_lag1,v5_delitos_neto,v5_morena_neto,v5_obras_neto,sentimiento_medios_lag1,v5_basura_neto,v5_prevencion_neto_lag3,sentimiento_medios_lag4,sentimiento_medios_lag3,v5_delitos_neto_lag3,v5_prevencion_neto_lag4,sentimiento_medios,v5_corrupcion_neto_lag3,v5_prevencion_neto_lag6,v5_alumbrado_neto_lag2,v5_obras_neto_lag6,v5_morena_neto_lag3,v5_alumbrado_neto_lag3,v5_vialidad_neto_lag5,v5_obras_neto_lag3,v5_morena_neto_lag1,y_t_aceptacion_digital_lag4,v5_basura_neto_lag3,v5_agua_neto_lag6,v5_vialidad_neto_lag3,v5_corrupcion_neto_lag5,v5_corrupcion_neto_lag2,v5_delitos_neto_lag2,v5_prevencion_neto_lag5","1,2","se_mantiene,sube",0.0,0.999506081288722,0.0004939187112779814
2026-01-05,0.108341978085893,0.320565191490885,0.212223213404992,1,1,se_mantiene,se_mantiene,30,"v5_corrupcion_neto,v5_delitos_neto_lag1,v5_delitos_neto,v5_morena_neto,sentimiento_medios_lag1,v5_basura_neto,sentimiento_medios_lag4,sentimiento_medios_lag3,v5_alumbrado_neto_lag2,v5_prevencion_neto_lag4,v5_obras_neto,v5_prevencion_neto_lag3,v5_corrupcion_neto_lag3,v5_delitos_neto_lag3,sentimiento_medios,v5_prevencion_neto_lag1,v5_morena_neto_lag3,v5_obras_neto_lag6,y_t_aceptacion_digital_lag4,v5_obras_neto_lag3,v5_vialidad_neto_lag3,v5_delitos_neto_lag2,v5_corrupcion_neto_lag5,v5_prevencion_neto_lag6,v5_alumbrado_neto_lag3,v5_basura_neto_lag3,v5_prevencion_neto_lag5,v5_prevencion_neto,v5_vialidad_neto_lag5,v5_agua_neto_lag6","1,2","se_mantiene,sube",0.0,0.9998513971615978,0.0001486028384022397
2026-01-12,0.0687870202028637,0.170007405822799,0.1012203856199353,1,1,se_mantiene,se_mantiene,30,"v5_corrupcion_neto,v5_delitos_neto,v5_delitos_neto_lag1,v5_morena_neto,sentimiento_medios_lag1,v5_basura_neto,v5_alumbrado_neto_lag2,sentimiento_medios_lag3,v5_prevencion_neto_lag4,sentimiento_medios_lag4,v5_obras_neto,v5_prevencion_neto_lag1,v5_corrupcion_neto_lag3,v5_delitos_neto_lag2,sentimiento_medios,y_t_aceptacion_digital_lag4,v5_prevencion_neto_lag3,v5_morena_neto_lag3,v5_delitos_neto_lag3,v5_prevencion_neto_lag6,v5_morena_neto_lag1,v5_vialidad_neto_lag3,v5_corrupcion_neto_lag5,v5_obras_neto_lag3,v5_vialidad_neto_lag5,v5_corrupcion_neto_lag2,v5_agua_neto_lag6,y_t_aceptacion_digital_lag6,v5_americo_neto_lag6,v5_vialidad_neto_lag6","1,2","se_mantiene,sube",0.0,0.9997814173698418,0.00021858263015819222
2026-01-19,0.245426229585526,-0.0198367240853288,-0.26526295367085484,1,1,se_mantiene,se_mantiene,30,"v5_corrupcion_neto,v5_delitos_neto,v5_delitos_neto_lag1,v5_morena_neto,sentimiento_medios_lag1,v5_basura_neto,sentimiento_medios_lag3,v5_alumbrado_neto_lag2,sentimiento_medios_lag4,v5_delitos_neto_lag2,v5_corrupcion_neto_lag3,v5_prevencion_neto_lag1,v5_prevencion_neto_lag4,v5_obras_neto,v5_prevencion_neto_lag3,v5_delitos_neto_lag3,sentimiento_medios,v5_morena_neto_lag3,y_t_aceptacion_digital_lag4,v5_prevencion_neto_lag6,v5_vialidad_neto_lag3,v5_corrupcion_neto_lag2,v5_corrupcion_neto_lag5,v5_vialidad_neto_lag5,v5_morena_neto_lag1,v5_obras_neto_lag3,v5_alumbrado_neto_lag6,v5_agua_neto_lag6,v5_vialidad_neto_lag6,v5_alumbrado_neto_lag3","1,2","se_mantiene,sube",0.0,0.989610599639764,0.010389400360235942
2026-01-26,0.320565191490885,0.0960196886446368,-0.22454550284624825,1,1,se_mantiene,se_mantiene,30,"v5_corrupcion_neto,v5_delitos_neto,v5_morena_neto,v5_delitos_neto_lag1,sentimiento_medios_lag1,v5_basura_neto,sentimiento_medios_lag3,v5_alumbrado_neto_lag2,v5_delitos_neto_lag2,v5_prevencion_neto_lag3,v5_prevencion_neto_lag1,v5_prevencion_neto_lag6,v5_prevencion_neto,sentimiento_medios,v5_obras_neto_lag3,v5_vialidad_neto_lag3,v5_prevencion_neto_lag5,sentimiento_medios_lag4,v5_corrupcion_neto_lag2,v5_corrupcion_neto_lag5,y_t_aceptacion_digital_lag4,v5_alumbrado_neto_lag6,v5_morena_neto_lag2,v5_corrupcion_neto_lag3,v5_prevencion_neto_lag4,v5_agua_neto_lag6,v5_basura_neto_lag3,v5_vialidad_neto_lag5,v5_delitos_neto_lag3,v5_alumbrado_neto_lag3","1,2","se_mantiene,sube",0.0,0.9999388676517438,6.113234825625815e-05
2026-02-02,0.170007405822799,0.27725068164164,0.10724327581884102,1,1,se_mantiene,se_mantiene,30,"v5_corrupcion_neto,v5_morena_neto,v5_delitos_neto,v5_delitos_neto_lag1,sentimiento_medios_lag1,v5_basura_neto,sentimiento_medios_lag3,v5_delitos_neto_lag2,v5_alumbrado_neto_lag2,v5_prevencion_neto_lag3,v5_prevencion_neto,y_t_aceptacion_digital_lag4,sentimiento_medios,v5_vialidad_neto_lag3,v5_corrupcion_neto_lag5,v5_americo_neto_lag6,v5_vialidad_neto_lag5,v5_obras_neto_lag3,sentimiento_medios_lag4,v5_prevencion_neto_lag4,v5_agua_neto_lag6,v5_basura_neto_lag3,v5_delitos_neto_lag3,v5_prevencion_neto_lag6,v5_corrupcion_neto_lag3,v5_agua_neto_lag3,y_t_aceptacion_digital_lag6,v5_obras_neto_lag6,v5_corrupcion_neto_lag2,v5_alumbrado_neto_lag6","1,2","se_mantiene,sube",0.0,0.98912125601859,0.010878743981410003
2026-02-09,-0.0198367240853288,0.210058588277401,0.2298953123627298,1,1,se_mantiene,se_mantiene,30,"v5_corrupcion_neto,v5_morena_neto,v5_delitos_neto,v5_delitos_neto_lag1,sentimiento_medios_lag1,v5_basura_neto,sentimiento_medios_lag3,v5_delitos_neto_lag2,v5_prevencion_neto,v5_alumbrado_neto_lag2,y_t_aceptacion_digital_lag4,v5_prevencion_neto_lag3,sentimiento_medios,v5_vialidad_neto_lag3,v5_obras_neto_lag3,sentimiento_medios_lag4,v5_vialidad_neto_lag5,v5_agua_neto_lag6,v5_prevencion_neto_lag4,v5_corrupcion_neto_lag3,v5_americo_neto_lag6,v5_delitos_neto_lag3,v5_basura_neto_lag3,y_t_aceptacion_digital_lag6,v5_corrupcion_neto_lag5,v5_obras_neto_lag6,v5_prevencion_neto_lag1,v5_morena_neto_lag2,v5_corrupcion_neto_lag2,v5_morena_neto_lag3","1,2","se_mantiene,sube",0.0,0.9064185936616174,0.09358140633838259
