column_name,block,descripcion,formula_o_fuente,usa_y_real,observable_en_t,puede_ser_feature,role,riesgo_leakage,comentario_metodologico
share_modelos_predicen_caida,contexto_desacuerdo,Proporcion de modelos que predicen caida.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
ctx_abs_delta_1w,contexto_observable,Magnitud absoluta del ultimo cambio observado.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
ctx_delta_1w,contexto_observable,Cambio observado entre t y t-1.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
ctx_delta_2w,contexto_observable,Cambio observado entre t y t-2.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
ctx_mean_delta_4w,contexto_observable,Cambio medio reciente de 4 semanas.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
ctx_negative_delta_ratio_4w,contexto_observable,Proporcion reciente de cambios negativos en 4 semanas.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
ctx_positive_delta_ratio_4w,contexto_observable,Proporcion reciente de cambios positivos en 4 semanas.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
ctx_recent_fall_flag,contexto_observable,Bandera de que el ultimo cambio observado fue una caida.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
ctx_rolling_mean_4w,contexto_observable,Media movil de 4 semanas del target observada hasta t.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
ctx_rolling_std_4w,contexto_observable,Volatilidad reciente de 4 semanas del target observada hasta t.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
ctx_semana_iso,contexto_observable,Contexto temporal basico disponible en t.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
ctx_sentimiento_medios,contexto_observable,Sentimiento de medios observado en t.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
ctx_trend_vs_ma4,contexto_observable,Separacion entre nivel actual y media movil de 4 semanas.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
ctx_v5_dispersion_neta,contexto_observable,Dispersion de variables tematicas netas observadas en t.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
ctx_v5_promedio_neto,contexto_observable,Promedio de variables tematicas netas observadas en t.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
ctx_y_lag1,contexto_observable,Nivel observado una semana atras.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
ctx_y_lag2,contexto_observable,Nivel observado dos semanas atras.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
ctx_y_lag4,contexto_observable,Nivel observado cuatro semanas atras.,tabla E10 derivada / dataset maestro / resumen entre predicciones,False,True,True,feature_candidate,bajo,Observable en t y apta como feature contextual o de desacuerdo.
abs_error_E1_v5_clean,error_ex_post,Error absoluto realizado de E1_v5_clean.,abs(pred_E1_v5_clean - y_real),True,False,False,forbidden_for_training,alto,Solo diagnostico retrospectivo; no puede entrar como feature del selector en la misma fila.
abs_error_E2_v3_clean,error_ex_post,Error absoluto realizado de E2_v3_clean.,abs(pred_E2_v3_clean - y_real),True,False,False,forbidden_for_training,alto,Solo diagnostico retrospectivo; no puede entrar como feature del selector en la misma fila.
abs_error_E3_v2_clean,error_ex_post,Error absoluto realizado de E3_v2_clean.,abs(pred_E3_v2_clean - y_real),True,False,False,forbidden_for_training,alto,Solo diagnostico retrospectivo; no puede entrar como feature del selector en la misma fila.
abs_error_E5_v4_clean,error_ex_post,Error absoluto realizado de E5_v4_clean.,abs(pred_E5_v4_clean - y_real),True,False,False,forbidden_for_training,alto,Solo diagnostico retrospectivo; no puede entrar como feature del selector en la misma fila.
abs_error_E7_v3_clean,error_ex_post,Error absoluto realizado de E7_v3_clean.,abs(pred_E7_v3_clean - y_real),True,False,False,forbidden_for_training,alto,Solo diagnostico retrospectivo; no puede entrar como feature del selector en la misma fila.
abs_error_E9_v2_clean,error_ex_post,Error absoluto realizado de E9_v2_clean.,abs(pred_E9_v2_clean - y_real),True,False,False,forbidden_for_training,alto,Solo diagnostico retrospectivo; no puede entrar como feature del selector en la misma fila.
acierto_caida_E1_v5_clean,error_ex_post,Indicador retrospectivo de deteccion de caida de E1_v5_clean cuando hubo caida real.,"si actual_caida=1, entonces caida_pred_E1_v5_clean; en otro caso NaN",True,False,False,forbidden_for_training,alto,"Se alinea con la prioridad operativa del Radar, pero solo como diagnostico o como base de historicos shifted."
acierto_caida_E2_v3_clean,error_ex_post,Indicador retrospectivo de deteccion de caida de E2_v3_clean cuando hubo caida real.,"si actual_caida=1, entonces caida_pred_E2_v3_clean; en otro caso NaN",True,False,False,forbidden_for_training,alto,"Se alinea con la prioridad operativa del Radar, pero solo como diagnostico o como base de historicos shifted."
acierto_caida_E3_v2_clean,error_ex_post,Indicador retrospectivo de deteccion de caida de E3_v2_clean cuando hubo caida real.,"si actual_caida=1, entonces caida_pred_E3_v2_clean; en otro caso NaN",True,False,False,forbidden_for_training,alto,"Se alinea con la prioridad operativa del Radar, pero solo como diagnostico o como base de historicos shifted."
acierto_caida_E5_v4_clean,error_ex_post,Indicador retrospectivo de deteccion de caida de E5_v4_clean cuando hubo caida real.,"si actual_caida=1, entonces caida_pred_E5_v4_clean; en otro caso NaN",True,False,False,forbidden_for_training,alto,"Se alinea con la prioridad operativa del Radar, pero solo como diagnostico o como base de historicos shifted."
acierto_caida_E7_v3_clean,error_ex_post,Indicador retrospectivo de deteccion de caida de E7_v3_clean cuando hubo caida real.,"si actual_caida=1, entonces caida_pred_E7_v3_clean; en otro caso NaN",True,False,False,forbidden_for_training,alto,"Se alinea con la prioridad operativa del Radar, pero solo como diagnostico o como base de historicos shifted."
acierto_caida_E9_v2_clean,error_ex_post,Indicador retrospectivo de deteccion de caida de E9_v2_clean cuando hubo caida real.,"si actual_caida=1, entonces caida_pred_E9_v2_clean; en otro caso NaN",True,False,False,forbidden_for_training,alto,"Se alinea con la prioridad operativa del Radar, pero solo como diagnostico o como base de historicos shifted."
acierto_direccion_E1_v5_clean,error_ex_post,Indicador retrospectivo de acierto de direccion de E1_v5_clean.,sign(pred_E1_v5_clean - y_current) == actual_direction,True,False,False,forbidden_for_training,alto,"Puede usarse como label diagnostica o para historicos shifted, nunca en la misma fila como feature."
acierto_direccion_E2_v3_clean,error_ex_post,Indicador retrospectivo de acierto de direccion de E2_v3_clean.,sign(pred_E2_v3_clean - y_current) == actual_direction,True,False,False,forbidden_for_training,alto,"Puede usarse como label diagnostica o para historicos shifted, nunca en la misma fila como feature."
acierto_direccion_E3_v2_clean,error_ex_post,Indicador retrospectivo de acierto de direccion de E3_v2_clean.,sign(pred_E3_v2_clean - y_current) == actual_direction,True,False,False,forbidden_for_training,alto,"Puede usarse como label diagnostica o para historicos shifted, nunca en la misma fila como feature."
acierto_direccion_E5_v4_clean,error_ex_post,Indicador retrospectivo de acierto de direccion de E5_v4_clean.,sign(pred_E5_v4_clean - y_current) == actual_direction,True,False,False,forbidden_for_training,alto,"Puede usarse como label diagnostica o para historicos shifted, nunca en la misma fila como feature."
acierto_direccion_E7_v3_clean,error_ex_post,Indicador retrospectivo de acierto de direccion de E7_v3_clean.,sign(pred_E7_v3_clean - y_current) == actual_direction,True,False,False,forbidden_for_training,alto,"Puede usarse como label diagnostica o para historicos shifted, nunca en la misma fila como feature."
acierto_direccion_E9_v2_clean,error_ex_post,Indicador retrospectivo de acierto de direccion de E9_v2_clean.,sign(pred_E9_v2_clean - y_current) == actual_direction,True,False,False,forbidden_for_training,alto,"Puede usarse como label diagnostica o para historicos shifted, nunca en la misma fila como feature."
loss_local_E1_v5_clean,error_ex_post,Perdida local tipo Radar para E1_v5_clean en la fila-horizonte.,"Combinacion ponderada local de l_num, l_trend, l_risk y l_tol con pesos vigentes del Radar",True,False,False,forbidden_for_training,alto,Sirve para construir labels retrospectivos mas operativos; no puede ser feature de la misma fila.
loss_local_E2_v3_clean,error_ex_post,Perdida local tipo Radar para E2_v3_clean en la fila-horizonte.,"Combinacion ponderada local de l_num, l_trend, l_risk y l_tol con pesos vigentes del Radar",True,False,False,forbidden_for_training,alto,Sirve para construir labels retrospectivos mas operativos; no puede ser feature de la misma fila.
loss_local_E3_v2_clean,error_ex_post,Perdida local tipo Radar para E3_v2_clean en la fila-horizonte.,"Combinacion ponderada local de l_num, l_trend, l_risk y l_tol con pesos vigentes del Radar",True,False,False,forbidden_for_training,alto,Sirve para construir labels retrospectivos mas operativos; no puede ser feature de la misma fila.
loss_local_E5_v4_clean,error_ex_post,Perdida local tipo Radar para E5_v4_clean en la fila-horizonte.,"Combinacion ponderada local de l_num, l_trend, l_risk y l_tol con pesos vigentes del Radar",True,False,False,forbidden_for_training,alto,Sirve para construir labels retrospectivos mas operativos; no puede ser feature de la misma fila.
loss_local_E7_v3_clean,error_ex_post,Perdida local tipo Radar para E7_v3_clean en la fila-horizonte.,"Combinacion ponderada local de l_num, l_trend, l_risk y l_tol con pesos vigentes del Radar",True,False,False,forbidden_for_training,alto,Sirve para construir labels retrospectivos mas operativos; no puede ser feature de la misma fila.
loss_local_E9_v2_clean,error_ex_post,Perdida local tipo Radar para E9_v2_clean en la fila-horizonte.,"Combinacion ponderada local de l_num, l_trend, l_risk y l_tol con pesos vigentes del Radar",True,False,False,forbidden_for_training,alto,Sirve para construir labels retrospectivos mas operativos; no puede ser feature de la misma fila.
sq_error_E1_v5_clean,error_ex_post,Error cuadratico realizado de E1_v5_clean.,(pred_E1_v5_clean - y_real)^2,True,False,False,forbidden_for_training,alto,Solo diagnostico retrospectivo; prohibido como feature online.
sq_error_E2_v3_clean,error_ex_post,Error cuadratico realizado de E2_v3_clean.,(pred_E2_v3_clean - y_real)^2,True,False,False,forbidden_for_training,alto,Solo diagnostico retrospectivo; prohibido como feature online.
sq_error_E3_v2_clean,error_ex_post,Error cuadratico realizado de E3_v2_clean.,(pred_E3_v2_clean - y_real)^2,True,False,False,forbidden_for_training,alto,Solo diagnostico retrospectivo; prohibido como feature online.
sq_error_E5_v4_clean,error_ex_post,Error cuadratico realizado de E5_v4_clean.,(pred_E5_v4_clean - y_real)^2,True,False,False,forbidden_for_training,alto,Solo diagnostico retrospectivo; prohibido como feature online.
sq_error_E7_v3_clean,error_ex_post,Error cuadratico realizado de E7_v3_clean.,(pred_E7_v3_clean - y_real)^2,True,False,False,forbidden_for_training,alto,Solo diagnostico retrospectivo; prohibido como feature online.
sq_error_E9_v2_clean,error_ex_post,Error cuadratico realizado de E9_v2_clean.,(pred_E9_v2_clean - y_real)^2,True,False,False,forbidden_for_training,alto,Solo diagnostico retrospectivo; prohibido como feature online.
hist_abs_error_mean4_E1_v5_clean,historico_modelos,Promedio rolling shifted de error absoluto pasado de E1_v5_clean.,rolling_mean(window=4) de abs_error_E1_v5_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Es util solo si se mantiene shift temporal estricto; asi evita usar el error de la misma fila.
hist_abs_error_mean4_E2_v3_clean,historico_modelos,Promedio rolling shifted de error absoluto pasado de E2_v3_clean.,rolling_mean(window=4) de abs_error_E2_v3_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Es util solo si se mantiene shift temporal estricto; asi evita usar el error de la misma fila.
hist_abs_error_mean4_E3_v2_clean,historico_modelos,Promedio rolling shifted de error absoluto pasado de E3_v2_clean.,rolling_mean(window=4) de abs_error_E3_v2_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Es util solo si se mantiene shift temporal estricto; asi evita usar el error de la misma fila.
hist_abs_error_mean4_E5_v4_clean,historico_modelos,Promedio rolling shifted de error absoluto pasado de E5_v4_clean.,rolling_mean(window=4) de abs_error_E5_v4_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Es util solo si se mantiene shift temporal estricto; asi evita usar el error de la misma fila.
hist_abs_error_mean4_E7_v3_clean,historico_modelos,Promedio rolling shifted de error absoluto pasado de E7_v3_clean.,rolling_mean(window=4) de abs_error_E7_v3_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Es util solo si se mantiene shift temporal estricto; asi evita usar el error de la misma fila.
hist_abs_error_mean4_E9_v2_clean,historico_modelos,Promedio rolling shifted de error absoluto pasado de E9_v2_clean.,rolling_mean(window=4) de abs_error_E9_v2_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Es util solo si se mantiene shift temporal estricto; asi evita usar el error de la misma fila.
hist_caida_hit_mean4_E1_v5_clean,historico_modelos,Tasa rolling shifted de deteccion de caidas reales por E1_v5_clean.,rolling_mean(window=4) de acierto_caida_E1_v5_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Sparsa pero valiosa para un selector orientado a riesgo; exige shift explicito y manejo de NaNs.
hist_caida_hit_mean4_E2_v3_clean,historico_modelos,Tasa rolling shifted de deteccion de caidas reales por E2_v3_clean.,rolling_mean(window=4) de acierto_caida_E2_v3_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Sparsa pero valiosa para un selector orientado a riesgo; exige shift explicito y manejo de NaNs.
hist_caida_hit_mean4_E3_v2_clean,historico_modelos,Tasa rolling shifted de deteccion de caidas reales por E3_v2_clean.,rolling_mean(window=4) de acierto_caida_E3_v2_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Sparsa pero valiosa para un selector orientado a riesgo; exige shift explicito y manejo de NaNs.
hist_caida_hit_mean4_E5_v4_clean,historico_modelos,Tasa rolling shifted de deteccion de caidas reales por E5_v4_clean.,rolling_mean(window=4) de acierto_caida_E5_v4_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Sparsa pero valiosa para un selector orientado a riesgo; exige shift explicito y manejo de NaNs.
hist_caida_hit_mean4_E7_v3_clean,historico_modelos,Tasa rolling shifted de deteccion de caidas reales por E7_v3_clean.,rolling_mean(window=4) de acierto_caida_E7_v3_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Sparsa pero valiosa para un selector orientado a riesgo; exige shift explicito y manejo de NaNs.
hist_caida_hit_mean4_E9_v2_clean,historico_modelos,Tasa rolling shifted de deteccion de caidas reales por E9_v2_clean.,rolling_mean(window=4) de acierto_caida_E9_v2_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Sparsa pero valiosa para un selector orientado a riesgo; exige shift explicito y manejo de NaNs.
hist_dir_acc_mean4_E1_v5_clean,historico_modelos,Tasa rolling shifted de acierto de direccion reciente de E1_v5_clean.,rolling_mean(window=4) de acierto_direccion_E1_v5_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Apta como feature solo porque usa resultados ya observados de filas anteriores.
hist_dir_acc_mean4_E2_v3_clean,historico_modelos,Tasa rolling shifted de acierto de direccion reciente de E2_v3_clean.,rolling_mean(window=4) de acierto_direccion_E2_v3_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Apta como feature solo porque usa resultados ya observados de filas anteriores.
hist_dir_acc_mean4_E3_v2_clean,historico_modelos,Tasa rolling shifted de acierto de direccion reciente de E3_v2_clean.,rolling_mean(window=4) de acierto_direccion_E3_v2_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Apta como feature solo porque usa resultados ya observados de filas anteriores.
hist_dir_acc_mean4_E5_v4_clean,historico_modelos,Tasa rolling shifted de acierto de direccion reciente de E5_v4_clean.,rolling_mean(window=4) de acierto_direccion_E5_v4_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Apta como feature solo porque usa resultados ya observados de filas anteriores.
hist_dir_acc_mean4_E7_v3_clean,historico_modelos,Tasa rolling shifted de acierto de direccion reciente de E7_v3_clean.,rolling_mean(window=4) de acierto_direccion_E7_v3_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Apta como feature solo porque usa resultados ya observados de filas anteriores.
hist_dir_acc_mean4_E9_v2_clean,historico_modelos,Tasa rolling shifted de acierto de direccion reciente de E9_v2_clean.,rolling_mean(window=4) de acierto_direccion_E9_v2_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Apta como feature solo porque usa resultados ya observados de filas anteriores.
hist_loss_local_mean4_E1_v5_clean,historico_modelos,Promedio rolling shifted de perdida local pasada de E1_v5_clean.,rolling_mean(window=4) de loss_local_E1_v5_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Resume desempeno operativo reciente del modelo sin mirar el error de la fila actual.
hist_loss_local_mean4_E2_v3_clean,historico_modelos,Promedio rolling shifted de perdida local pasada de E2_v3_clean.,rolling_mean(window=4) de loss_local_E2_v3_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Resume desempeno operativo reciente del modelo sin mirar el error de la fila actual.
hist_loss_local_mean4_E3_v2_clean,historico_modelos,Promedio rolling shifted de perdida local pasada de E3_v2_clean.,rolling_mean(window=4) de loss_local_E3_v2_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Resume desempeno operativo reciente del modelo sin mirar el error de la fila actual.
hist_loss_local_mean4_E5_v4_clean,historico_modelos,Promedio rolling shifted de perdida local pasada de E5_v4_clean.,rolling_mean(window=4) de loss_local_E5_v4_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Resume desempeno operativo reciente del modelo sin mirar el error de la fila actual.
hist_loss_local_mean4_E7_v3_clean,historico_modelos,Promedio rolling shifted de perdida local pasada de E7_v3_clean.,rolling_mean(window=4) de loss_local_E7_v3_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Resume desempeno operativo reciente del modelo sin mirar el error de la fila actual.
hist_loss_local_mean4_E9_v2_clean,historico_modelos,Promedio rolling shifted de perdida local pasada de E9_v2_clean.,rolling_mean(window=4) de loss_local_E9_v2_clean.shift(1),True,True,True,feature_candidate,medio_controlado,Resume desempeno operativo reciente del modelo sin mirar el error de la fila actual.
fecha,identidad_trazabilidad,Fecha de la observacion evaluable.,tabla derivada E10,False,True,False,id,bajo,"Sirve para alinear, auditar o resumir la fila; no debe confundirse con una feature modelable directa."
horizonte,identidad_trazabilidad,Horizonte de prediccion en semanas.,tabla derivada E10,False,True,False,id,bajo,"Sirve para alinear, auditar o resumir la fila; no debe confundirse con una feature modelable directa."
modelos_disponibles_lista,identidad_trazabilidad,Lista de modelos con prediccion disponible en la fila.,tabla derivada E10,False,True,False,diagnostic_only,bajo,"Sirve para alinear, auditar o resumir la fila; no debe confundirse con una feature modelable directa."
modelos_faltantes_lista,identidad_trazabilidad,Lista de modelos ausentes en la fila.,tabla derivada E10,False,True,False,diagnostic_only,bajo,"Sirve para alinear, auditar o resumir la fila; no debe confundirse con una feature modelable directa."
notas_integridad_fila,identidad_trazabilidad,Observacion breve sobre completitud o faltantes de modelos.,tabla derivada E10,False,False,False,diagnostic_only,bajo,"Sirve para alinear, auditar o resumir la fila; no debe confundirse con una feature modelable directa."
origen_temporal_id,identidad_trazabilidad,Alias trazable del corte temporal base.,tabla derivada E10,False,True,False,id,bajo,"Sirve para alinear, auditar o resumir la fila; no debe confundirse con una feature modelable directa."
row_id,identidad_trazabilidad,Identificador unico fila-horizonte.,tabla derivada E10,False,True,False,id,bajo,"Sirve para alinear, auditar o resumir la fila; no debe confundirse con una feature modelable directa."
semana_iso,identidad_trazabilidad,Semana ISO de la observacion.,tabla derivada E10,False,True,False,id,bajo,"Sirve para alinear, auditar o resumir la fila; no debe confundirse con una feature modelable directa."
source_curated_e9_origin,identidad_trazabilidad,Workbook curado de E9 usado como referencia de continuidad.,tabla derivada E10,False,True,False,id,bajo,"Sirve para alinear, auditar o resumir la fila; no debe confundirse con una feature modelable directa."
source_table_origin,identidad_trazabilidad,Workbook maestro canonicamente usado como origen.,tabla derivada E10,False,True,False,id,bajo,"Sirve para alinear, auditar o resumir la fila; no debe confundirse con una feature modelable directa."
source_version,identidad_trazabilidad,Version de la tabla derivada E10.,tabla derivada E10,False,True,False,id,bajo,"Sirve para alinear, auditar o resumir la fila; no debe confundirse con una feature modelable directa."
split_role_retro,identidad_trazabilidad,Marcador de que la fila aun no pertenece a un split E10 concreto.,tabla derivada E10,False,True,False,id,bajo,"Sirve para alinear, auditar o resumir la fila; no debe confundirse con una feature modelable directa."
y_current,identidad_trazabilidad,"Nivel observado en t, disponible al momento de predecir.",dataset maestro / y_t_aceptacion_digital,False,True,True,feature_candidate,bajo,Es contexto observable en tiempo real y puede usarse como feature contextual.
y_real,identidad_trazabilidad,Valor observado real del horizonte correspondiente.,dataset maestro / target_h,True,False,False,forbidden_for_training,alto,"Es el outcome realizado y solo puede usarse para evaluacion, diagnostico o construccion de labels retrospectivos."
caida_pred_E1_v5_clean,predicciones_base,Indicador de que E1_v5_clean predice caida segun el umbral operativo vigente.,(pred_E1_v5_clean - y_current) <= 0.0,False,True,True,feature_candidate,bajo,Es particularmente valiosa para un gating orientado a riesgo y caidas.
caida_pred_E2_v3_clean,predicciones_base,Indicador de que E2_v3_clean predice caida segun el umbral operativo vigente.,(pred_E2_v3_clean - y_current) <= 0.0,False,True,True,feature_candidate,bajo,Es particularmente valiosa para un gating orientado a riesgo y caidas.
caida_pred_E3_v2_clean,predicciones_base,Indicador de que E3_v2_clean predice caida segun el umbral operativo vigente.,(pred_E3_v2_clean - y_current) <= 0.0,False,True,True,feature_candidate,bajo,Es particularmente valiosa para un gating orientado a riesgo y caidas.
caida_pred_E5_v4_clean,predicciones_base,Indicador de que E5_v4_clean predice caida segun el umbral operativo vigente.,(pred_E5_v4_clean - y_current) <= 0.0,False,True,True,feature_candidate,bajo,Es particularmente valiosa para un gating orientado a riesgo y caidas.
caida_pred_E7_v3_clean,predicciones_base,Indicador de que E7_v3_clean predice caida segun el umbral operativo vigente.,(pred_E7_v3_clean - y_current) <= 0.0,False,True,True,feature_candidate,bajo,Es particularmente valiosa para un gating orientado a riesgo y caidas.
caida_pred_E9_v2_clean,predicciones_base,Indicador de que E9_v2_clean predice caida segun el umbral operativo vigente.,(pred_E9_v2_clean - y_current) <= 0.0,False,True,True,feature_candidate,bajo,Es particularmente valiosa para un gating orientado a riesgo y caidas.
direccion_pred_E1_v5_clean,predicciones_base,Direccion implicita de E1_v5_clean respecto a y_current (-1/0/1).,sign(pred_E1_v5_clean - y_current),False,True,True,feature_candidate,bajo,Es derivable de una prediccion disponible en tiempo real.
direccion_pred_E2_v3_clean,predicciones_base,Direccion implicita de E2_v3_clean respecto a y_current (-1/0/1).,sign(pred_E2_v3_clean - y_current),False,True,True,feature_candidate,bajo,Es derivable de una prediccion disponible en tiempo real.
direccion_pred_E3_v2_clean,predicciones_base,Direccion implicita de E3_v2_clean respecto a y_current (-1/0/1).,sign(pred_E3_v2_clean - y_current),False,True,True,feature_candidate,bajo,Es derivable de una prediccion disponible en tiempo real.
